province,month,suhu_rata_rata_c,suhu_maksimum_c,suhu_minimum_c,kelembapan_rata_rata_persen,curah_hujan_mm,kecepatan_angin_maks_kmh,radiasi_matahari_mj,luas_panen,produksi,produktivitas,suhu_rata_rata_c_lag_1,suhu_rata_rata_c_lag_2,suhu_rata_rata_c_lag_3,curah_hujan_mm_lag_1,curah_hujan_mm_lag_2,curah_hujan_mm_lag_3,kelembapan_rata_rata_persen_lag_1,kelembapan_rata_rata_persen_lag_2,kelembapan_rata_rata_persen_lag_3,kecepatan_angin_maks_kmh_lag_1,kecepatan_angin_maks_kmh_lag_2,kecepatan_angin_maks_kmh_lag_3,radiasi_matahari_mj_lag_1,radiasi_matahari_mj_lag_2,radiasi_matahari_mj_lag_3
Jawa Tengah,2024-05,29.935483871,35.0419354839,25.8870967742,66.3870967742,29.3,13.6193548387,20.4219354839,138910.9575,790763.7183333333,56.93,28.06,27.4516129032,27.2206896552,194.5,217.4,247.6,82.8666666667,83.7096774194,85.5172413793,12.49,17.7838709677,16.0206896552,19.8726666667,20.2109677419,20.2417241379
Jawa Tengah,2024-06,28.6133333333,33.7666666667,24.7966666667,71.5666666667,69.8,15.27,18.8063333333,138910.9575,790763.7183333333,56.93,29.935483871,28.06,27.4516129032,29.3,194.5,217.4,66.3870967742,82.8666666667,83.7096774194,13.6193548387,12.49,17.7838709677,20.4219354839,19.8726666667,20.2109677419
Jawa Tengah,2024-07,28.2612903226,33.8483870968,23.8548387097,64.9677419355,36.5,16.7612903226,20.1170967742,138910.9575,790763.7183333333,56.93,28.6133333333,29.935483871,28.06,69.8,29.3,194.5,71.5666666667,66.3870967742,82.8666666667,15.27,13.6193548387,12.49,18.8063333333,20.4219354839,19.8726666667
Jawa Tengah,2024-08,28.6677419355,34.8419354839,23.7903225806,61.903225806500004,14.0,17.9806451613,22.2938709677,138910.9575,790763.7183333333,56.93,28.2612903226,28.6133333333,29.935483871,36.5,69.8,29.3,64.9677419355,71.5666666667,66.3870967742,16.7612903226,15.27,13.6193548387,20.1170967742,18.8063333333,20.4219354839
Jawa Tengah,2024-09,28.7233333333,34.4833333333,24.35,66.2666666667,79.3,17.3933333333,23.2106666667,138910.9575,790763.7183333333,56.93,28.6677419355,28.2612903226,28.6133333333,14.0,36.5,69.8,61.903225806500004,64.9677419355,71.5666666667,17.9806451613,16.7612903226,15.27,22.2938709677,20.1170967742,18.8063333333
Jawa Tengah,2024-10,29.5451612903,35.0838709677,25.0935483871,65.5806451613,59.0,15.7838709677,24.3309677419,138910.9575,790763.7183333333,56.93,28.7233333333,28.6677419355,28.2612903226,79.3,14.0,36.5,66.2666666667,61.903225806500004,64.9677419355,17.3933333333,17.9806451613,16.7612903226,23.2106666667,22.2938709677,20.1170967742
Jawa Tengah,2024-11,27.8666666667,31.8433333333,25.32,81.4666666667,287.1,12.2033333333,19.886,138910.9575,790763.7183333333,56.93,29.5451612903,28.7233333333,28.6677419355,59.0,79.3,14.0,65.5806451613,66.2666666667,61.903225806500004,15.7838709677,17.3933333333,17.9806451613,24.3309677419,23.2106666667,22.2938709677
Jawa Tengah,2024-12,26.9870967742,29.6935483871,24.9161290323,86.5806451613,302.6,16.2258064516,16.5887096774,138910.9575,790763.7183333333,56.93,27.8666666667,29.5451612903,28.7233333333,287.1,59.0,79.3,81.4666666667,65.5806451613,66.2666666667,12.2033333333,15.7838709677,17.3933333333,19.886,24.3309677419,23.2106666667
Jawa Timur,2024-01,27.3064516129,31.6032258065,24.5193548387,83.4516129032,339.5,13.9483870968,19.3619354839,146198.35833333334,828711.5216666666,56.68,,,,,,,,,,,,,,,
Jawa Timur,2024-02,27.0172413793,31.1103448276,24.6068965517,86.7586206897,391.5,12.575862069,19.66,146198.35833333334,828711.5216666666,56.68,27.3064516129,,,339.5,,,83.4516129032,,,13.9483870968,,,19.3619354839,,
Jawa Timur,2024-03,27.3548387097,31.0064516129,24.6806451613,84.4838709677,239.4,15.8387096774,19.1729032258,146198.35833333334,828711.5216666666,56.68,27.0172413793,27.3064516129,,391.5,339.5,,86.7586206897,83.4516129032,,12.575862069,13.9483870968,,19.66,19.3619354839,
Jawa Timur,2024-04,27.9766666667,31.05,25.45,83.6,225.4,13.3966666667,19.0763333333,146198.35833333334,828711.5216666666,56.68,27.3548387097,27.0172413793,27.3064516129,239.4,391.5,339.5,84.4838709677,86.7586206897,83.4516129032,15.8387096774,12.575862069,13.9483870968,19.1729032258,19.66,19.3619354839
Jawa Timur,2024-05,28.9838709677,31.9741935484,25.0612903226,72.7096774194,5.7,16.5612903226,21.1190322581,146198.35833333334,828711.5216666666,56.68,27.9766666667,27.3548387097,27.0172413793,225.4,239.4,391.5,83.6,84.4838709677,86.7586206897,13.3966666667,15.8387096774,12.575862069,19.0763333333,19.1729032258,19.66
Jawa Timur,2024-06,28.4,31.7,24.5566666667,72.3333333333,33.8,17.2066666667,19.144,146198.35833333334,828711.5216666666,56.68,28.9838709677,27.9766666667,27.3548387097,5.7,225.4,239.4,72.7096774194,83.6,84.4838709677,16.5612903226,13.3966666667,15.8387096774,21.1190322581,19.0763333333,19.1729032258
Jawa Timur,2024-07,27.6806451613,31.4096774194,22.9225806452,68.064516129,7.5,20.2483870968,20.4703225806,146198.35833333334,828711.5216666666,56.68,28.4,28.9838709677,27.9766666667,33.8,5.7,225.4,72.3333333333,72.7096774194,83.6,17.2066666667,16.5612903226,13.3966666667,19.144,21.1190322581,19.0763333333
Jawa Timur,2024-08,27.8096774194,32.0580645161,22.6,65.6129032258,3.7,22.4161290323,22.9170967742,146198.35833333334,828711.5216666666,56.68,27.6806451613,28.4,28.9838709677,7.5,33.8,5.7,68.064516129,72.3333333333,72.7096774194,20.2483870968,17.2066666667,16.5612903226,20.4703225806,19.144,21.1190322581
Jawa Timur,2024-09,28.8333333333,32.99,24.0866666667,65.4333333333,11.4,20.7733333333,24.157,146198.35833333334,828711.5216666666,56.68,27.8096774194,27.6806451613,28.4,3.7,7.5,33.8,65.6129032258,68.064516129,72.3333333333,22.4161290323,20.2483870968,17.2066666667,22.9170967742,20.4703225806,19.144
Jawa Timur,2024-10,29.7193548387,34.1064516129,24.7161290323,64.1290322581,19.5,20.5451612903,25.1041935484,146198.35833333334,828711.5216666666,56.68,28.8333333333,27.8096774194,27.6806451613,11.4,3.7,7.5,65.4333333333,65.6129032258,68.064516129,20.7733333333,22.4161290323,20.2483870968,24.157,22.9170967742,20.4703225806
Jawa Timur,2024-11,28.33,31.9933333333,25.33,78.9333333333,284.3,12.5566666667,22.1403333333,146198.35833333334,828711.5216666666,56.68,29.7193548387,28.8333333333,27.8096774194,19.5,11.4,3.7,64.1290322581,65.4333333333,65.6129032258,20.5451612903,20.7733333333,22.4161290323,25.1041935484,24.157,22.9170967742
Jawa Timur,2024-12,27.0709677419,30.7451612903,24.9967741935,85.0,426.0,11.1806451613,17.3732258065,146198.35833333334,828711.5216666666,56.68,28.33,29.7193548387,28.8333333333,284.3,19.5,11.4,78.9333333333,64.1290322581,65.4333333333,12.5566666667,20.5451612903,20.7733333333,22.1403333333,25.1041935484,24.157
Kalimantan Barat,2024-01,25.9806451613,29.8483870968,23.7387096774,92.7419354839,471.8,10.7451612903,16.0593548387,21381.28583333333,64847.53,30.33,,,,,,,,,,,,,,,
Kalimantan Barat,2024-02,26.3482758621,30.7586206897,23.7068965517,90.9310344828,323.0,10.7482758621,18.2389655172,21381.28583333333,64847.53,30.33,25.9806451613,,,471.8,,,92.7419354839,,,10.7451612903,,,16.0593548387,,
Kalimantan Barat,2024-03,26.5032258065,30.7677419355,23.835483871,90.6451612903,403.0,10.7548387097,17.7467741935,21381.28583333333,64847.53,30.33,26.3482758621,25.9806451613,,323.0,471.8,,90.9310344828,92.7419354839,,10.7482758621,10.7451612903,,18.2389655172,16.0593548387,
Kalimantan Barat,2024-04,26.7566666667,31.0233333333,24.3866666667,92.3,471.8,9.4766666667,17.3406666667,21381.28583333333,64847.53,30.33,26.5032258065,26.3482758621,25.9806451613,403.0,323.0,471.8,90.6451612903,90.9310344828,92.7419354839,10.7548387097,10.7482758621,10.7451612903,17.7467741935,18.2389655172,16.0593548387
Kalimantan Barat,2024-05,26.7806451613,30.5967741935,24.5193548387,93.0322580645,558.4,10.2,15.5074193548,21381.28583333333,64847.53,30.33,26.7566666667,26.5032258065,26.3482758621,471.8,403.0,323.0,92.3,90.6451612903,90.9310344828,9.4766666667,10.7548387097,10.7482758621,17.3406666667,17.7467741935,18.2389655172
Kalimantan Barat,2024-06,26.5133333333,30.47,23.886666666700002,90.5333333333,273.8,9.4266666667,16.6146666667,21381.28583333333,64847.53,30.33,26.7806451613,26.7566666667,26.5032258065,558.4,471.8,403.0,93.0322580645,92.3,90.6451612903,10.2,9.4766666667,10.7548387097,15.5074193548,17.3406666667,17.7467741935
Kalimantan Barat,2024-07,26.9935483871,31.3870967742,23.8419354839,84.3548387097,113.3,11.3548387097,18.9958064516,21381.28583333333,64847.53,30.33,26.5133333333,26.7806451613,26.7566666667,273.8,558.4,471.8,90.5333333333,93.0322580645,92.3,9.4266666667,10.2,9.4766666667,16.6146666667,15.5074193548,17.3406666667
Kalimantan Barat,2024-08,25.8580645161,30.0903225806,23.3129032258,90.4516129032,433.2,10.1838709677,16.2983870968,21381.28583333333,64847.53,30.33,26.9935483871,26.5133333333,26.7806451613,113.3,273.8,558.4,84.3548387097,90.5333333333,93.0322580645,11.3548387097,9.4266666667,10.2,18.9958064516,16.6146666667,15.5074193548
Kalimantan Barat,2024-09,27.06,31.5166666667,24.0466666667,84.6,144.9,10.8566666667,18.686,21381.28583333333,64847.53,30.33,25.8580645161,26.9935483871,26.5133333333,433.2,113.3,273.8,90.4516129032,84.3548387097,90.5333333333,10.1838709677,11.3548387097,9.4266666667,16.2983870968,18.9958064516,16.6146666667
Kalimantan Barat,2024-10,26.5129032258,30.9290322581,23.7483870968,88.5161290323,287.0,10.1806451613,18.2170967742,21381.28583333333,64847.53,30.33,27.06,25.8580645161,26.9935483871,144.9,433.2,113.3,84.6,90.4516129032,84.3548387097,10.8566666667,10.1838709677,11.3548387097,18.686,16.2983870968,18.9958064516
Kalimantan Barat,2024-11,26.2566666667,30.3066666667,23.9166666667,90.1333333333,421.6,10.7433333333,16.462,21381.28583333333,64847.53,30.33,26.5129032258,27.06,25.8580645161,287.0,144.9,433.2,88.5161290323,84.6,90.4516129032,10.1806451613,10.8566666667,10.1838709677,18.2170967742,18.686,16.2983870968
Kalimantan Barat,2024-12,26.5935483871,30.1,24.2161290323,88.1935483871,256.4,12.4032258065,16.1619354839,21381.28583333333,64847.53,30.33,26.2566666667,26.5129032258,27.06,421.6,287.0,144.9,90.1333333333,88.5161290323,84.6,10.7433333333,10.1806451613,10.8566666667,16.462,18.2170967742,18.686
Kalimantan Selatan,2024-01,26.2806451613,30.2129032258,23.8903225806,90.8064516129,620.4,11.2967741935,15.6390322581,24153.029166666664,95858.88833333332,39.69,,,,,,,,,,,,,,,
Kalimantan Selatan,2024-02,26.7034482759,31.1,23.9793103448,89.4137931034,534.3,11.0655172414,17.9189655172,24153.029166666664,95858.88833333332,39.69,26.2806451613,,,620.4,,,90.8064516129,,,11.2967741935,,,15.6390322581,,
Kalimantan Selatan,2024-03,26.9806451613,31.2322580645,24.3,89.064516129,549.4,11.1064516129,18.0225806452,24153.029166666664,95858.88833333332,39.69,26.7034482759,26.2806451613,,534.3,620.4,,89.4137931034,90.8064516129,,11.0655172414,11.2967741935,,17.9189655172,15.6390322581,
Kalimantan Selatan,2024-04,27.03,31.5333333333,24.4266666667,90.3333333333,470.6,10.5333333333,18.089,24153.029166666664,95858.88833333332,39.69,26.9806451613,26.7034482759,26.2806451613,549.4,534.3,620.4,89.064516129,89.4137931034,90.8064516129,11.1064516129,11.0655172414,11.2967741935,18.0225806452,17.9189655172,15.6390322581
Kalimantan Selatan,2024-05,27.3387096774,31.5096774194,24.7516129032,88.9032258065,313.7,10.6451612903,17.1632258065,24153.029166666664,95858.88833333332,39.69,27.03,26.9806451613,26.7034482759,470.6,549.4,534.3,90.3333333333,89.064516129,89.4137931034,10.5333333333,11.1064516129,11.0655172414,18.089,18.0225806452,17.9189655172
Kalimantan Selatan,2024-06,26.2666666667,30.3733333333,23.6933333333,90.1666666667,294.2,9.9733333333,15.7886666667,24153.029166666664,95858.88833333332,39.69,27.3387096774,27.03,26.9806451613,313.7,470.6,549.4,88.9032258065,90.3333333333,89.064516129,10.6451612903,10.5333333333,11.1064516129,17.1632258065,18.089,18.0225806452
Kalimantan Selatan,2024-07,26.3451612903,30.4741935484,23.3161290323,85.0967741935,148.0,10.1903225806,17.6183870968,24153.029166666664,95858.88833333332,39.69,26.2666666667,27.3387096774,27.03,294.2,313.7,470.6,90.1666666667,88.9032258065,90.3333333333,9.9733333333,10.6451612903,10.5333333333,15.7886666667,17.1632258065,18.089
Kalimantan Selatan,2024-08,26.6225806452,31.2096774194,23.3806451613,82.5483870968,135.1,11.6935483871,18.0990322581,24153.029166666664,95858.88833333332,39.69,26.3451612903,26.2666666667,27.3387096774,148.0,294.2,313.7,85.0967741935,90.1666666667,88.9032258065,10.1903225806,9.9733333333,10.6451612903,17.6183870968,15.7886666667,17.1632258065
Kalimantan Selatan,2024-09,27.34,32.6066666667,23.7166666667,80.3333333333,125.1,12.7033333333,19.5703333333,24153.029166666664,95858.88833333332,39.69,26.6225806452,26.3451612903,26.2666666667,135.1,148.0,294.2,82.5483870968,85.0967741935,90.1666666667,11.6935483871,10.1903225806,9.9733333333,18.0990322581,17.6183870968,15.7886666667
Kalimantan Selatan,2024-10,27.135483871,32.064516129,24.1129032258,84.8387096774,193.3,12.8193548387,18.6206451613,24153.029166666664,95858.88833333332,39.69,27.34,26.6225806452,26.3451612903,125.1,135.1,148.0,80.3333333333,82.5483870968,85.0967741935,12.7033333333,11.6935483871,10.1903225806,19.5703333333,18.0990322581,17.6183870968
Kalimantan Selatan,2024-11,26.56,31.3366666667,23.9166666667,88.5666666667,512.6,11.4666666667,16.8823333333,24153.029166666664,95858.88833333332,39.69,27.135483871,27.34,26.6225806452,193.3,125.1,135.1,84.8387096774,80.3333333333,82.5483870968,12.8193548387,12.7033333333,11.6935483871,18.6206451613,19.5703333333,18.0990322581
Kalimantan Selatan,2024-12,26.7903225806,30.5387096774,24.2838709677,87.1612903226,471.3,13.2419354839,14.8577419355,24153.029166666664,95858.88833333332,39.69,26.56,27.135483871,27.34,512.6,193.3,125.1,88.5666666667,84.8387096774,80.3333333333,11.4666666667,12.8193548387,12.7033333333,16.8823333333,18.6206451613,19.5703333333
Kalimantan Tengah,2024-01,26.4032258065,31.0032258065,23.5967741935,89.7096774194,463.3,9.9193548387,16.9861290323,11939.5875,38162.666666666664,31.96,,,,,,,,,,,,,,,
Kalimantan Tengah,2024-02,26.6931034483,31.724137931,23.7931034483,89.4482758621,518.7,9.8206896552,19.0875862069,11939.5875,38162.666666666664,31.96,26.4032258065,,,463.3,,,89.7096774194,,,9.9193548387,,,16.9861290323,,
Kalimantan Tengah,2024-03,26.7870967742,31.2612903226,23.8774193548,89.6774193548,463.8,9.635483871,18.2470967742,11939.5875,38162.666666666664,31.96,26.6931034483,26.4032258065,,518.7,463.3,,89.4482758621,89.7096774194,,9.8206896552,9.9193548387,,19.0875862069,16.9861290323,
Kalimantan Tengah,2024-04,26.9466666667,31.49,24.1066666667,90.9,532.1,8.9466666667,18.8733333333,11939.5875,38162.666666666664,31.96,26.7870967742,26.6931034483,26.4032258065,463.8,518.7,463.3,89.6774193548,89.4482758621,89.7096774194,9.635483871,9.8206896552,9.9193548387,18.2470967742,19.0875862069,16.9861290323
Kalimantan Tengah,2024-05,26.7903225806,31.0096774194,24.2032258065,91.3548387097,383.8,8.7193548387,16.7567741935,11939.5875,38162.666666666664,31.96,26.9466666667,26.7870967742,26.6931034483,532.1,463.8,518.7,90.9,89.6774193548,89.4482758621,8.9466666667,9.635483871,9.8206896552,18.8733333333,18.2470967742,19.0875862069
Kalimantan Tengah,2024-06,26.1833333333,30.2333333333,23.5766666667,90.3,235.8,8.7566666667,16.1426666667,11939.5875,38162.666666666664,31.96,26.7903225806,26.9466666667,26.7870967742,383.8,532.1,463.8,91.3548387097,90.9,89.6774193548,8.7193548387,8.9466666667,9.635483871,16.7567741935,18.8733333333,18.2470967742
Kalimantan Tengah,2024-07,26.3096774194,30.5387096774,23.3870967742,85.8709677419,165.3,9.9838709677,17.2993548387,11939.5875,38162.666666666664,31.96,26.1833333333,26.7903225806,26.9466666667,235.8,383.8,532.1,90.3,91.3548387097,90.9,8.7566666667,8.7193548387,8.9466666667,16.1426666667,16.7567741935,18.8733333333
Kalimantan Tengah,2024-08,26.2870967742,31.1096774194,23.2,85.2903225806,251.4,10.6935483871,17.2612903226,11939.5875,38162.666666666664,31.96,26.3096774194,26.1833333333,26.7903225806,165.3,235.8,383.8,85.8709677419,90.3,91.3548387097,9.9838709677,8.7566666667,8.7193548387,17.2993548387,16.1426666667,16.7567741935
Kalimantan Tengah,2024-09,26.9266666667,32.2733333333,23.29,82.2,217.8,10.87,18.5913333333,11939.5875,38162.666666666664,31.96,26.2870967742,26.3096774194,26.1833333333,251.4,165.3,235.8,85.2903225806,85.8709677419,90.3,10.6935483871,9.9838709677,8.7566666667,17.2612903226,17.2993548387,16.1426666667
Kalimantan Tengah,2024-10,26.5096774194,31.5387096774,23.3225806452,86.6451612903,340.4,10.0516129032,17.2429032258,11939.5875,38162.666666666664,31.96,26.9266666667,26.2870967742,26.3096774194,217.8,251.4,165.3,82.2,85.2903225806,85.8709677419,10.87,10.6935483871,9.9838709677,18.5913333333,17.2612903226,17.2993548387
Kalimantan Tengah,2024-11,26.41,31.3233333333,23.61,88.9333333333,555.2,10.0833333333,17.1736666667,11939.5875,38162.666666666664,31.96,26.5096774194,26.9266666667,26.2870967742,340.4,217.8,251.4,86.6451612903,82.2,85.2903225806,10.0516129032,10.87,10.6935483871,17.2429032258,18.5913333333,17.2612903226
Kalimantan Tengah,2024-12,26.8516129032,31.2258064516,24.1709677419,86.935483871,347.4,12.3580645161,16.8829032258,11939.5875,38162.666666666664,31.96,26.41,26.5096774194,26.9266666667,555.2,340.4,217.8,88.9333333333,86.6451612903,82.2,10.0833333333,10.0516129032,10.87,17.1736666667,17.2429032258,18.5913333333
Kalimantan Timur,2024-01,26.4225806452,31.5612903226,23.2516129032,86.6129032258,227.6,10.3161290323,18.5487096774,6130.703333333334,21869.543333333335,35.67,,,,,,,,,,,,,,,
Kalimantan Timur,2024-02,26.3586206897,31.3793103448,23.224137931,86.3448275862,212.9,11.5,20.084137931,6130.703333333334,21869.543333333335,35.67,26.4225806452,,,227.6,,,86.6129032258,,,10.3161290323,,,18.5487096774,,
Kalimantan Timur,2024-03,26.4516129032,31.7096774194,23.5129032258,87.8709677419,207.4,11.7225806452,19.622903225800002,6130.703333333334,21869.543333333335,35.67,26.3586206897,26.4225806452,,212.9,227.6,,86.3448275862,86.6129032258,,11.5,10.3161290323,,20.084137931,18.5487096774,
Kalimantan Timur,2024-04,27.4033333333,33.3166666667,23.79,83.4,105.2,11.11,21.1336666667,6130.703333333334,21869.543333333335,35.67,26.4516129032,26.3586206897,26.4225806452,207.4,212.9,227.6,87.8709677419,86.3448275862,86.6129032258,11.7225806452,11.5,10.3161290323,19.622903225800002,20.084137931,18.5487096774
Kalimantan Timur,2024-05,26.4709677419,30.6161290323,23.8483870968,91.8064516129,382.5,8.6290322581,16.2825806452,6130.703333333334,21869.543333333335,35.67,27.4033333333,26.4516129032,26.3586206897,105.2,207.4,212.9,83.4,87.8709677419,86.3448275862,11.11,11.7225806452,11.5,21.1336666667,19.622903225800002,20.084137931
Kalimantan Timur,2024-06,25.6866666667,30.0266666667,23.1466666667,91.2,329.7,8.9833333333,15.477,6130.703333333334,21869.543333333335,35.67,26.4709677419,27.4033333333,26.4516129032,382.5,105.2,207.4,91.8064516129,83.4,87.8709677419,8.6290322581,11.11,11.7225806452,16.2825806452,21.1336666667,19.622903225800002
Kalimantan Timur,2024-07,25.6322580645,29.9935483871,22.9483870968,89.5806451613,226.9,9.8129032258,15.8335483871,6130.703333333334,21869.543333333335,35.67,25.6866666667,26.4709677419,27.4033333333,329.7,382.5,105.2,91.2,91.8064516129,83.4,8.9833333333,8.6290322581,11.11,15.477,16.2825806452,21.1336666667
Kalimantan Timur,2024-08,25.3161290323,29.9258064516,22.7838709677,91.0967741935,360.7,9.2967741935,16.4832258065,6130.703333333334,21869.543333333335,35.67,25.6322580645,25.6866666667,26.4709677419,226.9,329.7,382.5,89.5806451613,91.2,91.8064516129,9.8129032258,8.9833333333,8.6290322581,15.8335483871,15.477,16.2825806452
Kalimantan Timur,2024-09,26.79,32.0866666667,23.2233333333,81.7333333333,112.8,11.4466666667,20.128,6130.703333333334,21869.543333333335,35.67,25.3161290323,25.6322580645,25.6866666667,360.7,226.9,329.7,91.0967741935,89.5806451613,91.2,9.2967741935,9.8129032258,8.9833333333,16.4832258065,15.8335483871,15.477
Kalimantan Timur,2024-10,26.4,31.9290322581,23.2548387097,86.1290322581,274.0,10.735483871,19.0141935484,6130.703333333334,21869.543333333335,35.67,26.79,25.3161290323,25.6322580645,112.8,360.7,226.9,81.7333333333,91.0967741935,89.5806451613,11.4466666667,9.2967741935,9.8129032258,20.128,16.4832258065,15.8335483871
Kalimantan Timur,2024-11,26.0666666667,30.8933333333,23.14,88.9333333333,233.2,10.7533333333,18.2946666667,6130.703333333334,21869.543333333335,35.67,26.4,26.79,25.3161290323,274.0,112.8,360.7,86.1290322581,81.7333333333,91.0967741935,10.735483871,11.4466666667,9.2967741935,19.0141935484,20.128,16.4832258065
Kalimantan Timur,2024-12,26.1064516129,29.9709677419,23.5483870968,89.6129032258,267.9,11.3677419355,15.9825806452,6130.703333333334,21869.543333333335,35.67,26.0666666667,26.4,26.79,233.2,274.0,112.8,88.9333333333,86.1290322581,81.7333333333,10.7533333333,10.735483871,11.4466666667,18.2946666667,19.0141935484,20.128
Kalimantan Utara,2024-01,26.5870967742,29.3096774194,24.1516129032,86.4838709677,387.2,13.548387096799999,18.6674193548,823.5875,2797.8566666666666,33.97,,,,,,,,,,,,,,,
Kalimantan Utara,2024-02,26.5137931034,29.275862069,24.2517241379,85.8275862069,395.8,14.2103448276,19.2727586207,823.5875,2797.8566666666666,33.97,26.5870967742,,,387.2,,,86.4838709677,,,13.548387096799999,,,18.6674193548,,
Kalimantan Utara,2024-03,27.0612903226,29.7387096774,24.6741935484,84.0967741935,326.1,13.8612903226,21.0425806452,823.5875,2797.8566666666666,33.97,26.5137931034,26.5870967742,,395.8,387.2,,85.8275862069,86.4838709677,,14.2103448276,13.548387096799999,,19.2727586207,18.6674193548,
Kalimantan Utara,2024-04,27.3433333333,29.8466666667,25.0433333333,85.3666666667,220.3,11.31,19.624,823.5875,2797.8566666666666,33.97,27.0612903226,26.5137931034,26.5870967742,326.1,395.8,387.2,84.0967741935,85.8275862069,86.4838709677,13.8612903226,14.2103448276,13.548387096799999,21.0425806452,19.2727586207,18.6674193548
Kalimantan Utara,2024-05,27.7322580645,30.5322580645,25.1032258065,86.3548387097,349.3,11.5677419355,20.0258064516,823.5875,2797.8566666666666,33.97,27.3433333333,27.0612903226,26.5137931034,220.3,326.1,395.8,85.3666666667,84.0967741935,85.8275862069,11.31,13.8612903226,14.2103448276,19.624,21.0425806452,19.2727586207
Kalimantan Utara,2024-06,26.7266666667,29.4266666667,24.28,87.2333333333,429.6,11.5733333333,16.8836666667,823.5875,2797.8566666666666,33.97,27.7322580645,27.3433333333,27.0612903226,349.3,220.3,326.1,86.3548387097,85.3666666667,84.0967741935,11.5677419355,11.31,13.8612903226,20.0258064516,19.624,21.0425806452
Kalimantan Utara,2024-07,26.8290322581,29.6580645161,24.264516129,86.0967741935,243.1,11.7419354839,18.5574193548,823.5875,2797.8566666666666,33.97,26.7266666667,27.7322580645,27.3433333333,429.6,349.3,220.3,87.2333333333,86.3548387097,85.3666666667,11.5733333333,11.5677419355,11.31,16.8836666667,20.0258064516,19.624
Kalimantan Utara,2024-08,26.7774193548,29.7419354839,23.9387096774,85.3225806452,390.1,12.0419354839,19.4464516129,823.5875,2797.8566666666666,33.97,26.8290322581,26.7266666667,27.7322580645,243.1,429.6,349.3,86.0967741935,87.2333333333,86.3548387097,11.7419354839,11.5733333333,11.5677419355,18.5574193548,16.8836666667,20.0258064516
Kalimantan Utara,2024-09,27.5733333333,30.7833333333,24.8566666667,81.4666666667,193.0,13.59,21.1566666667,823.5875,2797.8566666666666,33.97,26.7774193548,26.8290322581,26.7266666667,390.1,243.1,429.6,85.3225806452,86.0967741935,87.2333333333,12.0419354839,11.7419354839,11.5733333333,19.4464516129,18.5574193548,16.8836666667
Kalimantan Utara,2024-10,27.3612903226,30.5451612903,24.5322580645,83.064516129,321.6,12.2580645161,20.9729032258,823.5875,2797.8566666666666,33.97,27.5733333333,26.7774193548,26.8290322581,193.0,390.1,243.1,81.4666666667,85.3225806452,86.0967741935,13.59,12.0419354839,11.7419354839,21.1566666667,19.4464516129,18.5574193548
Kalimantan Utara,2024-11,26.9266666667,29.8366666667,24.3866666667,85.0666666667,319.9,11.8333333333,19.694,823.5875,2797.8566666666666,33.97,27.3612903226,27.5733333333,26.7774193548,321.6,193.0,390.1,83.064516129,81.4666666667,85.3225806452,12.2580645161,13.59,12.0419354839,20.9729032258,21.1566666667,19.4464516129
Kalimantan Utara,2024-12,26.8096774194,29.7322580645,24.464516129,87.3870967742,524.6,12.0516129032,17.0264516129,823.5875,2797.8566666666666,33.97,26.9266666667,27.3612903226,27.5733333333,319.9,321.6,193.0,85.0666666667,83.064516129,81.4666666667,11.8333333333,12.2580645161,13.59,19.694,20.9729032258,21.1566666667
Lampung,2024-01,25.9032258065,29.9548387097,23.3709677419,89.3225806452,430.6,11.5419354839,16.5548387097,45429.0875,220857.47,48.62,,,,,,,,,,,,,,,
Lampung,2024-02,26.1172413793,30.3586206897,23.4827586207,89.3103448276,265.0,10.7586206897,18.2893103448,45429.0875,220857.47,48.62,25.9032258065,,,430.6,,,89.3225806452,,,11.5419354839,,,16.5548387097,,
Lampung,2024-03,26.4709677419,30.6419354839,23.9161290323,88.3225806452,329.3,10.8967741935,18.6051612903,45429.0875,220857.47,48.62,26.1172413793,25.9032258065,,265.0,430.6,,89.3103448276,89.3225806452,,10.7586206897,11.5419354839,,18.2893103448,16.5548387097,
Lampung,2024-04,26.6866666667,30.05,24.3633333333,89.2,256.8,10.2166666667,16.1743333333,45429.0875,220857.47,48.62,26.4709677419,26.1172413793,25.9032258065,329.3,265.0,430.6,88.3225806452,89.3103448276,89.3225806452,10.8967741935,10.7586206897,11.5419354839,18.6051612903,18.2893103448,16.5548387097
Lampung,2024-05,26.7903225806,29.9677419355,24.4903225806,88.6451612903,300.3,8.7903225806,15.3809677419,45429.0875,220857.47,48.62,26.6866666667,26.4709677419,26.1172413793,256.8,329.3,265.0,89.2,88.3225806452,89.3103448276,10.2166666667,10.8967741935,10.7586206897,16.1743333333,18.6051612903,18.2893103448
Lampung,2024-06,26.2966666667,29.87,23.5166666667,87.1,176.5,10.0566666667,16.377,45429.0875,220857.47,48.62,26.7903225806,26.6866666667,26.4709677419,300.3,256.8,329.3,88.6451612903,89.2,88.3225806452,8.7903225806,10.2166666667,10.8967741935,15.3809677419,16.1743333333,18.6051612903
Lampung,2024-07,26.1225806452,29.3,23.335483871,82.8387096774,127.7,11.4129032258,17.4106451613,45429.0875,220857.47,48.62,26.2966666667,26.7903225806,26.6866666667,176.5,300.3,256.8,87.1,88.6451612903,89.2,10.0566666667,8.7903225806,10.2166666667,16.377,15.3809677419,16.1743333333
